S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
60,63,132,126,132,36,117,66,111,72,81,168,45,45,27,39,111,39,81.66666666666667,1667.5555555555559,75.0,90.75,88.125,69.0,39.0
120,108,72,105,126,45,117,73,111,69,60,234,45,45,84,174,60,9,92.05555555555556,2619.8302469135806,133.0,87.75,94.25,72.0,9.0
99,96,93,114,135,18,90,39,103,51,60,178,63,54,117,150,117,84,92.27777777777777,1548.4228395061727,121.0,85.5,79.75,117.0,84.0
162,60,87,90,93,57,135,39,81,51,78,123,81,81,159,66,84,102,90.5,1129.25,106.0,74.25,83.625,121.5,102.0
105,93,96,75,123,69,135,67,81,91,72,138,111,81,90,75,123,48,92.94444444444444,596.2746913580246,85.0,95.25,97.0,106.5,48.0
141,171,123,135,135,51,103,87,75,72,102,153,150,103,39,81,90,69,104.44444444444444,1322.1358024691358,119.0,120.0,105.625,64.5,69.0
58251,999,132,84,39,69,99,87,78,72,102,153,147,108,9,93,72,108,3372.3333333333335,177201204.8888889,19476.0,309.75,105.75,40.5,108.0
48240,16092,102,81,54,72,81,57,78,69,90,153,147,108,18,60,90,48,3646.6666666666665,130378205.22222213,16127.0,4080.0,97.875,54.0,48.0
57555,6033,75,81,99,114,138,81,75,126,90,145,123,85,123,30,114,0,3615.9444444444443,172988151.7191357,19222.0,1580.25,107.875,118.5,0.0
40512,558,192,471,99,114,102,81,126,126,75,138,99,108,399,9,669,51,2440.5,85295032.25,13664.0,240.75,106.875,534.0,51.0
54813,870,180,276,159,93,102,154,126,100,72,189,81,108,423,9,510,48,3239.6111111111113,156500748.45987657,18366.0,325.5,116.5,466.5,48.0
12636,321,243,255,129,57,304,303,108,87,72,240,123,117,1911,9,2892,9,1100.888888888889,8356171.87654321,4300.0,187.5,169.25,2401.5,9.0
1764,294,309,441,111,138,375,303,111,87,39,193,228,201,954,48,1824,0,412.22222222222223,282424.72839506174,751.0,213.0,192.125,1389.0,0.0
777,414,432,408,162,102,171,432,111,73,39,147,228,201,684,105,474,9,276.05555555555554,46989.38580246912,430.0,277.5,175.25,579.0,9.0
336,345,423,411,135,93,144,612,90,48,39,156,493,738,483,150,954,39,316.05555555555554,66403.60802469135,299.0,249.0,290.0,718.5,39.0
270,312,768,369,120,114,270,612,30,48,60,165,438,1416,336,72,726,48,343.0,118432.0,237.0,328.5,379.875,531.0,48.0
531,276,681,384,111,60,270,417,30,42,81,208,321,1416,183,57,441,27,307.55555555555554,106776.13580246911,324.0,282.0,348.125,312.0,27.0
411,126,513,477,114,39,313,255,67,60,102,252,399,1413,48,138,312,48,282.6111111111111,98562.57098765431,342.0,198.0,357.625,180.0,48.0
315,195,354,195,105,81,180,255,51,60,90,205,381,1008,120,150,321,81,230.38888888888889,45790.68209876542,220.0,183.75,278.75,220.5,81.0
153,384,315,174,102,81,189,291,51,85,57,159,381,1008,189,9,288,84,222.22222222222223,48568.172839506165,112.0,220.5,277.625,238.5,84.0
135,324,303,240,93,42,327,234,67,54,57,144,414,855,681,33,252,51,239.22222222222223,48854.617283950625,136.0,190.5,269.0,466.5,51.0
