S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
90,117,54,72,27,141,90,88,66,61,39,97,159,9,30,75,123,48,77.0,1552.6666666666665,79.0,84.75,76.125,76.5,48.0
87,81,9,60,27,132,103,153,108,36,57,60,93,54,57,99,96,45,75.38888888888889,1296.9043209876545,82.0,62.25,83.0,76.5,45.0
108,60,45,60,54,48,72,153,42,36,93,66,72,99,75,63,69,60,70.83333333333333,744.138888888889,77.0,51.75,79.125,72.0,60.0
51,57,93,51,72,57,90,130,42,43,114,72,72,99,57,51,27,81,69.94444444444444,688.3858024691357,51.0,69.75,82.75,42.0,81.0
18,27,9,39,63,81,81,90,67,102,114,61,72,85,0,132,18,78,63.166666666666664,1326.4722222222222,63.0,45.0,84.0,9.0,78.0
15327,48,78,60,45,99,54,90,66,102,66,51,72,63,0,111,18,60,911.6666666666666,12224356.888888882,5166.0,67.5,70.5,9.0,60.0
31704,9264,66,84,81,132,54,69,66,76,27,66,48,63,9,9,18,21,2325.3888888888887,55205388.90432099,10599.0,2385.75,58.625,13.5,21.0
27386,2568,48,84,45,105,85,66,58,84,48,81,93,105,18,30,51,48,1722.388888888889,39070415.34876544,9166.666666666666,691.5,77.5,34.5,48.0
46689,8829,66,81,75,48,117,66,105,84,105,76,45,75,1005,51,63,48,3201.5555555555557,115245168.91358028,15607.0,2254.5,84.125,534.0,48.0
18896,3432,93,96,87,51,126,93,105,55,105,72,45,75,1878,78,867,18,1454.0,18619933.444444444,6356.666666666667,915.75,84.5,1372.5,18.0
23310,9354,135,66,54,84,108,162,84,45,105,102,267,120,750,81,2343,9,2065.5,31128091.25,7819.0,2406.75,124.125,1546.5,9.0
1593,2877,174,51,72,57,108,162,39,45,78,132,819,201,231,51,2154,39,493.5,663647.25,565.0,795.0,198.0,1192.5,39.0
549,381,105,36,54,51,108,124,39,64,48,117,186,201,159,27,1227,39,195.27777777777777,79705.8672839506,204.0,147.75,110.875,693.0,39.0
228,126,111,246,18,60,72,57,55,39,39,102,147,432,18,72,1065,39,162.55555555555554,57965.246913580246,182.0,78.75,117.875,541.5,39.0
207,216,264,378,27,132,90,57,105,39,69,91,216,2256,108,93,555,9,272.8888888888889,248964.2098765432,226.0,159.75,365.375,331.5,9.0
270,183,486,570,54,84,81,85,105,72,66,81,216,2256,150,57,345,27,288.22222222222223,250264.8395061728,299.0,201.75,370.25,247.5,27.0
198,285,513,579,18,117,63,63,61,93,66,127,223,1750,54,36,177,9,246.22222222222223,157235.50617283955,271.0,233.25,305.75,115.5,9.0
282,198,444,462,48,201,117,63,39,93,76,174,393,705,21,9,141,21,193.72222222222223,35150.08950617283,251.0,222.75,207.5,81.0,21.0
336,153,582,438,114,213,117,66,39,90,120,127,729,705,18,30,84,39,222.22222222222223,51822.83950617283,268.0,265.5,249.125,51.0,39.0
186,81,444,300,93,213,168,60,42,48,207,81,741,778,18,60,81,39,202.22222222222223,49883.06172839506,182.0,207.75,265.625,49.5,39.0
177,195,333,288,105,240,162,60,141,48,201,55,471,612,54,57,90,27,184.22222222222223,23764.72839506173,174.0,218.25,218.75,72.0,27.0
174,204,354,192,156,330,90,78,141,64,243,30,471,612,87,57,105,48,190.88888888888889,23891.987654320987,141.0,261.0,216.125,96.0,48.0
177,144,318,126,123,201,72,90,117,54,243,90,414,780,9,36,33,57,171.33333333333334,32152.888888888894,113.0,196.5,232.5,21.0,57.0
