S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
48,135,66,90,36,18,54,78,279,39,93,105,54,108,162,105,126,57,91.83333333333333,3434.138888888888,81.0,63.75,101.25,144.0,57.0
36,57,90,168,27,18,81,73,282,99,93,121,54,141,105,93,228,78,102.44444444444444,4336.58024691358,99.0,48.0,118.0,166.5,78.0
144,21,129,123,36,18,72,39,285,99,72,138,72,99,93,60,60,99,92.16666666666667,3569.8055555555557,109.0,51.0,109.5,76.5,99.0
186,93,126,93,54,81,72,39,285,97,48,130,90,99,93,84,60,111,102.27777777777777,3056.8672839506175,121.0,88.5,107.5,76.5,111.0
111,60,93,39,75,81,76,75,280,99,90,123,99,76,165,75,48,72,96.5,2744.583333333333,75.0,77.25,114.75,106.5,72.0
111,69,81,66,93,75,108,99,294,99,51,121,126,81,141,48,48,30,96.72222222222223,3147.20061728395,75.0,79.5,122.375,94.5,30.0
51,66,72,84,174,63,99,99,294,67,18,120,126,81,216,39,90,0,97.72222222222223,4750.756172839505,58.0,93.75,113.0,153.0,0.0
43614,27,72,45,1470,18,72,73,280,27,18,100,108,117,171,69,132,9,2579.0,99155813.66666666,14576.0,396.75,99.375,151.5,9.0
63132,30,72,81,2199,9,2061,69,240,27,24,81,63,135,69,81,147,60,3810.0,207421368.0,21098.0,577.5,337.5,108.0,60.0
11961,108,105,93,13608,18,2061,69,240,43,39,79,90,135,102,69,87,153,1614.4444444444443,15875069.58024691,4041.0,3459.75,344.5,94.5,153.0
1218,630,105,102,16512,9,1786,54,267,36,48,78,99,132,102,78,87,156,1194.388888888889,14012178.570987653,466.0,4314.0,312.5,94.5,156.0
1518,264,45,390,18630,30,1398,156,177,36,69,81,72,72,87,18,126,102,1292.8333333333333,17865980.47222223,642.0,4742.25,257.625,106.5,102.0
876,132,123,1110,13473,93,1398,156,177,54,57,84,72,72,90,57,237,102,1020.1666666666666,9274481.472222231,681.0,3455.25,258.75,163.5,102.0
1005,141,504,1089,2652,141,1560,279,175,72,57,88,91,72,114,48,192,51,462.8333333333333,460746.472222222,714.0,859.5,299.25,153.0,51.0
1887,291,945,2079,1068,147,1833,753,312,72,52,93,90,144,264,51,105,72,569.8888888888889,463063.8765432099,1339.0,612.75,418.625,184.5,72.0
1557,135,687,1896,981,108,1833,753,312,87,78,97,174,144,156,93,117,27,513.0555555555555,382829.71913580236,1182.0,477.75,434.75,136.5,27.0
1002,327,360,1284,1089,339,1381,1135,330,72,57,102,156,99,180,51,126,36,451.44444444444446,218390.3580246914,779.0,528.75,416.5,153.0,36.0
648,444,216,1335,1080,315,675,1854,240,72,75,108,216,81,306,9,150,39,436.8333333333333,245594.13888888882,664.0,513.75,415.125,228.0,39.0
681,408,150,867,1029,156,723,1854,240,61,72,114,216,81,147,27,162,48,390.8888888888889,215608.09876543208,525.0,435.75,420.125,154.5,48.0
462,477,324,927,642,123,759,1216,235,87,72,88,187,91,174,36,132,18,336.1111111111111,112340.4320987654,475.0,391.5,341.875,153.0,18.0
429,171,264,585,450,174,519,756,285,87,111,63,180,138,225,81,186,18,262.3333333333333,39376.222222222204,365.0,264.75,267.375,205.5,18.0
441,300,171,405,333,171,519,756,285,82,141,75,183,138,123,96,273,36,251.55555555555554,32549.35802469135,314.0,243.75,272.375,198.0,36.0
570,456,126,1014,201,240,373,472,210,147,81,87,162,168,192,129,126,120,270.77777777777777,51952.17283950617,571.0,255.75,212.5,159.0,120.0
474,306,84,603,114,183,153,336,222,147,18,84,126,144,171,48,84,114,189.5,21770.25,375.0,171.75,153.75,127.5,114.0
249,243,141,336,93,285,153,336,222,142,21,81,126,144,240,96,87,51,169.22222222222223,8589.06172839506,227.0,190.5,153.125,163.5,51.0
144,444,102,435,123,228,255,348,330,141,21,117,117,159,144,84,108,36,185.33333333333334,15283.555555555547,221.0,224.25,186.0,126.0,36.0
231,462,129,348,285,207,183,165,324,141,57,153,93,165,273,51,123,54,191.33333333333334,11830.555555555553,210.0,270.75,160.125,198.0,54.0
249,228,120,207,228,285,183,165,324,147,114,186,111,165,390,63,159,66,188.33333333333334,7007.555555555555,173.0,215.25,174.375,274.5,66.0
195,246,75,210,171,192,159,159,312,78,60,219,156,132,180,75,135,27,154.5,4944.25,160.0,171.0,159.375,157.5,27.0
207,420,126,360,168,90,90,111,297,78,129,177,147,99,159,138,99,90,165.83333333333334,9019.805555555551,235.0,201.0,141.0,129.0,90.0
225,324,117,303,93,147,144,111,297,93,153,135,147,99,108,111,36,123,153.66666666666666,6093.555555555554,213.0,170.25,147.375,72.0,123.0
183,120,114,156,105,135,216,196,367,117,153,97,105,112,141,39,36,186,143.22222222222223,5131.950617283951,126.0,118.5,170.375,88.5,186.0
147,39,111,174,135,99,90,156,417,117,91,60,72,108,192,84,78,186,130.88888888888889,6595.6543209876545,135.0,96.0,138.875,135.0,186.0
153,210,63,165,174,138,90,156,417,93,114,76,126,108,168,183,48,90,142.88888888888889,6328.6543209876545,167.0,146.25,147.5,108.0,90.0
69,174,66,60,114,156,94,108,471,72,63,93,72,159,126,117,120,30,120.22222222222223,8646.506172839503,82.0,127.5,141.5,123.0,30.0
99,114,114,72,90,111,153,135,486,72,105,118,108,156,102,72,117,105,129.38888888888889,8017.570987654321,81.0,107.25,166.625,109.5,105.0
