S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
207,63,132,42,84,30,81,132,522,49,63,147,45,90,114,123,51,162,118.72222222222223,11766.422839506173,124.0,77.25,141.125,82.5,162.0
180,63,105,72,57,39,72,154,552,9,63,139,102,90,150,138,51,147,121.27777777777777,12990.645061728394,130.0,66.0,147.625,100.5,147.0
87,93,66,48,45,39,117,138,783,9,84,132,147,126,93,60,84,51,122.33333333333333,27045.555555555547,65.0,60.75,192.0,88.5,51.0
108,102,114,48,75,30,117,138,783,22,81,85,111,126,147,48,69,111,128.61111111111111,26413.459876543213,68.0,80.25,182.875,108.0,111.0
117,72,81,96,57,84,94,166,622,9,84,39,27,126,144,126,18,96,114.33333333333333,16908.222222222226,113.0,73.5,145.875,81.0,96.0
111,93,72,84,66,93,108,171,489,9,153,108,36,72,189,123,60,54,116.16666666666667,10129.805555555553,106.0,81.0,143.25,124.5,54.0
84,159,96,105,8715,48,135,171,489,39,135,177,36,72,201,45,117,99,606.8333333333334,3877095.805555558,78.0,2254.5,156.75,159.0,99.0
48,108,105,42,8472,81,144,156,601,18,135,153,67,90,159,72,63,60,587.4444444444445,3671962.1358024688,54.0,2191.5,170.5,111.0,60.0
573,39,75,18,8493,105,144,141,618,18,127,129,126,186,138,111,51,99,621.7222222222222,3670558.533950616,234.0,2178.0,186.125,94.5,99.0
10716,60,123,36,6288,84,144,141,618,28,54,135,183,186,141,63,84,126,1067.2222222222222,7469815.283950617,3605.0,1638.75,186.125,112.5,126.0
1362,195,186,147,13422,39,1125,256,564,60,18,141,138,165,159,81,150,216,1023.5555555555555,9170178.913580252,530.0,3460.5,308.375,154.5,216.0
372,225,126,543,7698,72,1746,1245,558,60,9,96,45,81,123,135,147,138,745.5,3042536.25,350.0,2030.25,480.0,135.0,138.0
1422,216,165,1815,8424,81,2217,1245,558,70,90,51,45,81,147,117,147,126,945.3888888888889,3730349.570987654,1118.0,2221.5,544.625,147.0,126.0
615,102,177,744,1290,126,3285,880,570,99,90,93,54,76,129,72,138,174,484.1111111111111,579546.5432098763,477.0,423.75,643.375,133.5,174.0
399,84,156,735,1068,147,2559,372,582,99,54,135,159,63,138,81,111,87,390.5,348861.25,405.0,363.75,502.875,124.5,87.0
369,135,153,444,672,51,2559,372,582,64,42,103,216,63,156,90,90,66,345.94444444444446,322916.3858024692,301.0,252.75,500.125,123.0,66.0
423,51,165,375,168,36,1750,1138,534,30,63,72,150,82,96,39,81,87,296.6666666666667,194530.22222222222,279.0,105.0,477.375,88.5,87.0
396,96,96,348,339,36,723,1596,402,30,81,108,93,108,51,27,120,111,264.5,136351.25,257.0,141.75,392.625,85.5,111.0
336,171,114,321,402,9,516,1596,402,55,75,144,93,108,174,78,96,90,265.55555555555554,123830.8024691358,245.0,174.0,373.625,135.0,90.0
237,213,114,558,180,72,273,1152,468,135,75,129,109,90,147,102,57,30,230.05555555555554,68228.49691358025,299.0,144.75,303.875,102.0,30.0
225,288,78,291,177,96,243,426,486,135,85,114,102,54,126,69,195,30,178.88888888888889,15383.654320987655,195.0,159.75,205.625,160.5,30.0
141,204,36,327,144,165,243,426,486,121,90,87,150,54,183,69,231,81,179.88888888888889,14767.876543209873,179.0,137.25,207.125,207.0,81.0
174,192,135,297,144,180,229,297,510,186,30,60,99,63,171,81,183,168,177.72222222222223,11628.20061728395,184.0,162.75,184.25,177.0,168.0
249,207,105,264,246,141,207,132,405,186,66,79,168,45,72,132,210,153,170.38888888888889,7402.348765432099,215.0,174.75,161.0,141.0,153.0
243,126,114,237,258,165,162,132,405,189,108,99,168,45,105,90,153,66,159.16666666666666,6882.4722222222235,190.0,165.75,163.5,129.0,66.0
99,123,114,261,300,102,198,130,447,111,108,90,129,49,144,123,168,150,158.11111111111111,8338.654320987655,161.0,159.75,157.75,156.0,150.0
156,150,63,279,192,87,126,192,267,111,103,81,90,81,147,90,135,81,135.05555555555554,3746.3858024691363,175.0,123.0,131.375,141.0,81.0
126,192,102,237,162,117,126,192,267,123,75,102,63,81,159,78,48,54,128.0,3702.0,147.0,143.25,128.625,103.5,54.0
81,144,123,249,123,63,108,168,262,144,159,123,102,114,180,102,36,18,127.72222222222223,3744.0895061728384,144.0,113.25,147.5,108.0,18.0
174,69,108,141,132,111,54,186,222,144,174,117,129,117,114,51,69,18,118.33333333333333,2599.222222222222,122.0,105.0,142.875,91.5,18.0
183,93,150,93,105,93,108,186,222,121,93,111,129,117,96,120,162,51,124.05555555555556,1660.6080246913575,132.0,110.25,135.875,129.0,51.0
225,123,138,156,126,51,99,144,235,162,93,99,124,112,120,162,153,102,134.66666666666666,1889.555555555555,181.0,109.5,133.5,136.5,102.0
162,105,84,105,84,42,108,249,210,162,96,87,102,81,93,60,48,81,108.83333333333333,2768.805555555556,109.0,78.75,136.875,70.5,81.0
147,81,126,60,90,27,108,249,210,124,63,109,90,81,96,72,78,120,107.27777777777777,2658.7561728395062,93.0,81.0,129.25,87.0,120.0
132,105,126,27,102,36,130,172,238,84,30,132,111,76,126,69,168,66,107.22222222222223,2757.6172839506175,76.0,92.25,121.625,147.0,66.0
111,144,117,57,93,105,243,87,333,84,54,157,102,54,123,75,156,60,119.72222222222223,4766.9783950617275,81.0,114.75,139.25,139.5,60.0
