S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
129.0,123.0,66.0,60.0,75.0,60.0,117.0,111.0,225.0,48.0,67.0,18.0,81.0,90.0,39.0,18.0,63.0,66.0,90.71428571428571,2296.9183673469383,66.0,102.0,85.85714285714286,49.0
132.0,120.0,67.8,60.9,79.8,62.1,117.0,108.7,225.0,49.8,65.1,24.3,81.0,90.0,38.1,18.9,63.6,64.2,91.67857142857142,2255.6209183673463,65.53333333333333,103.32,86.91428571428571,48.9
135.0,117.0,69.6,61.8,84.6,64.2,117.0,106.4,225.0,51.6,63.2,30.6,81.0,90.0,37.2,19.8,64.2,62.4,92.64285714285714,2214.323469387755,65.06666666666666,104.64,87.97142857142858,48.8
138.0,114.0,71.4,62.7,89.4,66.3,117.0,104.1,225.0,53.4,61.3,36.9,81.0,90.0,36.3,20.7,64.8,60.6,93.60714285714286,2173.0260204081633,64.6,105.96000000000001,89.02857142857144,48.7
141.0,111.0,73.2,63.6,94.2,68.4,117.0,101.8,225.0,55.2,59.4,43.2,81.0,90.0,35.4,21.6,65.4,58.8,94.57142857142857,2131.7285714285713,64.13333333333334,107.28,90.08571428571429,48.6
144.0,108.0,75.0,64.5,99.0,70.5,117.0,99.5,225.0,57.0,57.5,49.5,81.0,90.0,34.5,22.5,66.0,57.0,95.53571428571428,2090.4311224489793,63.66666666666667,108.6,91.14285714285714,48.5
147.0,105.0,76.8,65.4,103.8,72.6,117.0,97.2,225.0,58.8,55.6,55.8,81.0,90.0,33.6,23.4,66.6,55.2,96.5,2049.1336734693878,63.2,109.92,92.2,48.4
150.0,102.0,78.6,66.3,108.6,74.7,117.0,94.9,225.0,60.6,53.7,62.1,81.0,90.0,32.7,24.3,67.2,53.4,97.46428571428572,2007.836224489796,62.733333333333334,111.24000000000001,93.25714285714287,48.3
153.0,99.0,80.4,67.2,113.4,76.8,117.0,92.6,225.0,62.4,51.8,68.4,81.0,90.0,31.8,25.2,67.8,51.6,98.42857142857143,1966.5387755102042,62.266666666666666,112.56,94.31428571428572,48.2
156.0,96.0,82.2,68.1,118.19999999999999,78.9,117.0,90.3,225.0,64.2,49.900000000000006,74.69999999999999,81.0,90.0,30.9,26.1,68.4,49.8,99.39285714285714,1925.2413265306125,61.800000000000004,113.88,95.37142857142857,48.1
159.0,93.0,84.0,69.0,123.0,81.0,117.0,88.0,225.0,66.0,48.0,81.0,81.0,90.0,30.0,27.0,69.0,48.0,100.35714285714286,1883.9438775510207,61.333333333333336,115.2,96.42857142857143,48.0
159.6,94.8,83.7,71.7,118.8,75.6,114.7,83.1,226.5,70.2,51.3,87.3,80.1,88.2,32.1,30.0,71.1,44.1,100.4,1964.7663265306123,61.800000000000004,114.32000000000001,97.24285714285715,48.4
160.2,96.6,83.4,74.4,114.6,70.2,112.4,78.2,228.0,74.4,54.6,93.6,79.2,86.4,34.2,33.0,73.2,40.2,100.44285714285715,2045.5887755102042,62.266666666666666,113.44,98.05714285714286,48.8
160.8,98.4,83.1,77.1,110.4,64.8,110.1,73.3,229.5,78.6,57.9,99.9,78.3,84.6,36.3,36.0,75.3,36.3,100.4857142857143,2126.411224489796,62.733333333333334,112.56,98.87142857142857,49.2
161.4,100.2,82.8,79.8,106.2,59.4,107.8,68.4,231.0,82.8,61.2,106.2,77.4,82.8,38.4,39.0,77.4,32.4,100.52857142857144,2207.2336734693877,63.2,111.68,99.68571428571428,49.6
162.0,102.0,82.5,82.5,102.0,54.0,105.5,63.5,232.5,87.0,64.5,112.5,76.5,81.0,40.5,42.0,79.5,28.5,100.57142857142858,2288.0561224489793,63.66666666666667,110.80000000000001,100.5,50.0
162.6,103.8,82.2,85.2,97.8,48.599999999999994,103.2,58.599999999999994,234.0,91.2,67.8,118.8,75.6,79.2,42.6,45.0,81.6,24.6,100.61428571428571,2368.878571428571,64.13333333333334,109.92,101.31428571428572,50.4
