S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
89.0,77.0,104.0,45.0,80.0,58.0,105.0,251.0,440.3333333333333,81.0,78.0,80.66666666666667,117.33333333333333,111.0,191.0,88.0,171.0,95.0,122.66666666666667,13789.731292517006,74.0,79.75,158.04166666666666,181.0,95.0
88.4,77.0,104.9,46.5,77.8,59.3,106.5,255.5,439.0333333333333,80.4,78.23333333333333,80.60000000000001,113.93333333333332,111.03333333333333,189.1,86.4,168.7,95.3,122.7952380952381,13843.998639455782,73.76666666666667,79.75,158.15416666666664,178.9,95.3
87.8,77.0,105.8,48.0,75.6,60.6,108.0,260.0,437.7333333333333,79.8,78.46666666666667,80.53333333333333,110.53333333333333,111.06666666666666,187.2,84.8,166.4,95.6,122.92380952380952,13898.265986394557,73.53333333333333,79.75,158.26666666666665,176.8,95.6
87.2,77.0,106.7,49.5,73.4,61.9,109.5,264.5,436.43333333333334,79.2,78.7,80.46666666666667,107.13333333333333,111.1,185.3,83.2,164.1,95.9,123.05238095238096,13952.533333333331,73.3,79.75,158.37916666666666,174.7,95.9
86.6,77.0,107.6,51.0,71.2,63.2,111.0,269.0,435.1333333333333,78.6,78.93333333333334,80.4,103.73333333333333,111.13333333333333,183.4,81.6,161.8,96.2,123.18095238095239,14006.800680272107,73.06666666666666,79.75,158.49166666666665,172.6,96.2
86.0,77.0,108.5,52.5,69.0,64.5,112.5,273.5,433.8333333333333,78.0,79.16666666666666,80.33333333333334,100.33333333333333,111.16666666666666,181.5,80.0,159.5,96.5,123.30952380952382,14061.068027210882,72.83333333333334,79.75,158.60416666666663,170.5,96.5
85.4,77.0,109.4,54.0,66.8,65.8,114.0,278.0,432.5333333333333,77.4,79.39999999999999,80.26666666666667,96.93333333333334,111.2,179.6,78.4,157.2,96.8,123.43809523809524,14115.335374149658,72.60000000000001,79.75,158.71666666666664,168.4,96.8
84.8,77.0,110.3,55.5,64.6,67.1,115.5,282.5,431.2333333333333,76.8,79.63333333333333,80.2,93.53333333333333,111.23333333333333,177.7,76.8,154.9,97.1,123.56666666666668,14169.602721088433,72.36666666666667,79.75,158.82916666666665,166.3,97.1
84.2,77.0,111.2,57.0,62.4,68.4,117.0,287.0,429.93333333333334,76.2,79.86666666666666,80.13333333333334,90.13333333333333,111.26666666666667,175.8,75.2,152.6,97.4,123.69523809523811,14223.870068027207,72.13333333333334,79.75,158.94166666666663,164.2,97.4
83.6,77.0,112.1,58.5,60.2,69.7,118.5,291.5,428.6333333333333,75.6,80.1,80.06666666666666,86.73333333333333,111.3,173.9,73.6,150.3,97.7,123.82380952380953,14278.137414965982,71.9,79.75,159.05416666666662,162.1,97.7
83.0,77.0,113.0,60.0,58.0,71.0,120.0,296.0,427.3333333333333,75.0,80.33333333333333,80.0,83.33333333333333,111.33333333333333,172.0,72.0,148.0,98.0,123.95238095238096,14332.404761904758,71.66666666666667,79.75,159.16666666666663,160.0,98.0
84.9,77.7,116.8,61.3,57.3,69.9,120.0,292.8333333333333,423.29999999999995,73.43333333333334,80.8,82.4,82.39999999999999,111.53333333333333,173.8,74.4,148.2,96.1,123.9,14230.257823129248,73.53333333333333,80.425,158.33749999999998,161.0,96.1
86.8,78.4,120.6,62.6,56.6,68.8,120.0,289.6666666666667,419.26666666666665,71.86666666666667,81.26666666666667,84.8,81.46666666666667,111.73333333333333,175.6,76.8,148.4,94.2,123.84761904761906,14128.110884353739,75.4,81.1,157.5083333333333,162.0,94.2
88.7,79.1,124.4,63.9,55.9,67.7,120.0,286.5,415.23333333333335,70.3,81.73333333333333,87.2,80.53333333333333,111.93333333333332,177.4,79.2,148.6,92.3,123.7952380952381,14025.963945578229,77.26666666666667,81.775,156.67916666666662,163.0,92.3
90.6,79.8,128.2,65.2,55.2,66.6,120.0,283.3333333333333,411.2,68.73333333333333,82.2,89.6,79.6,112.13333333333333,179.2,81.6,148.8,90.4,123.74285714285715,13923.81700680272,79.13333333333334,82.45,155.84999999999997,164.0,90.4
92.5,80.5,132.0,66.5,54.5,65.5,120.0,280.16666666666663,407.16666666666663,67.16666666666667,82.66666666666666,92.0,78.66666666666666,112.33333333333333,181.0,84.0,149.0,88.5,123.6904761904762,13821.670068027208,81.0,83.125,155.02083333333331,165.0,88.5
94.4,81.2,135.8,67.8,53.8,64.4,120.0,277.0,403.1333333333333,65.6,83.13333333333333,94.4,77.73333333333333,112.53333333333333,182.8,86.4,149.2,86.6,123.63809523809525,13719.523129251698,82.86666666666667,83.8,154.19166666666663,166.0,86.6
96.3,81.9,139.6,69.1,53.1,63.3,120.0,273.8333333333333,399.1,64.03333333333333,83.6,96.8,76.8,112.73333333333333,184.6,88.8,149.4,84.7,123.58571428571429,13617.376190476189,84.73333333333333,84.475,153.36249999999995,167.0,84.7
98.2,82.6,143.4,70.4,52.4,62.2,120.0,270.66666666666663,395.06666666666666,62.46666666666667,84.06666666666666,99.2,75.86666666666666,112.93333333333332,186.4,91.2,149.6,82.8,123.53333333333333,13515.229251700679,86.6,85.15,152.5333333333333,168.0,82.8
100.1,83.3,147.2,71.7,51.7,61.1,120.0,267.5,391.0333333333333,60.900000000000006,84.53333333333333,101.6,74.93333333333334,113.13333333333333,188.2,93.6,149.8,80.9,123.48095238095239,13413.08231292517,88.46666666666667,85.825,151.70416666666665,169.0,80.9
102.0,84.0,151.0,73.0,51.0,60.0,120.0,264.3333333333333,387.0,59.333333333333336,85.0,104.0,74.0,113.33333333333333,190.0,96.0,150.0,79.0,123.42857142857143,13310.93537414966,90.33333333333333,86.5,150.87499999999997,170.0,79.0
104.5,87.0,149.8,73.0,52.9,62.2,118.5,259.9,386.3,58.233333333333334,87.6,106.03333333333333,73.0,114.0,188.3,93.1,150.4,77.9,123.78333333333333,13207.263775510204,90.19999999999999,87.975,150.4458333333333,169.35,77.9
107.0,90.0,148.6,73.0,54.8,64.4,117.0,255.46666666666664,385.6,57.13333333333333,90.2,108.06666666666666,72.0,114.66666666666666,186.6,90.2,150.8,76.8,124.13809523809525,13103.592176870749,90.06666666666666,89.45,150.01666666666665,168.7,76.8
109.5,93.0,147.4,73.0,56.7,66.6,115.5,251.03333333333333,384.9,56.03333333333334,92.8,110.1,71.0,115.33333333333333,184.9,87.3,151.2,75.7,124.49285714285715,12999.920578231293,89.93333333333334,90.925,149.58749999999998,168.05,75.7
112.0,96.0,146.2,73.0,58.6,68.8,114.0,246.6,384.2,54.93333333333334,95.4,112.13333333333333,70.0,116.0,183.2,84.4,151.6,74.6,124.84761904761905,12896.248979591837,89.8,92.4,149.15833333333333,167.4,74.6
114.5,99.0,145.0,73.0,60.5,71.0,112.5,242.16666666666666,383.5,53.833333333333336,98.0,114.16666666666666,69.0,116.66666666666666,181.5,81.5,152.0,73.5,125.20238095238096,12792.577380952382,89.66666666666666,93.875,148.72916666666666,166.75,73.5
117.0,102.0,143.8,73.0,62.4,73.2,111.0,237.73333333333332,382.8,52.733333333333334,100.6,116.19999999999999,68.0,117.33333333333333,179.8,78.6,152.4,72.4,125.55714285714286,12688.905782312926,89.53333333333333,95.35,148.29999999999998,166.1,72.4
119.5,105.0,142.6,73.0,64.3,75.4,109.5,233.29999999999998,382.1,51.63333333333333,103.2,118.23333333333333,67.0,118.0,178.1,75.7,152.8,71.3,125.91190476190476,12585.23418367347,89.4,96.825,147.87083333333334,165.45,71.3
122.0,108.0,141.4,73.0,66.2,77.6,108.0,228.86666666666667,381.4,50.53333333333333,105.8,120.26666666666667,66.0,118.66666666666667,176.4,72.8,153.2,70.2,126.26666666666667,12481.562585034015,89.26666666666667,98.3,147.44166666666666,164.8,70.2
124.5,111.0,140.2,73.0,68.1,79.8,106.5,224.43333333333334,380.7,49.43333333333334,108.4,122.3,65.0,119.33333333333333,174.7,69.9,153.6,69.1,126.62142857142858,12377.89098639456,89.13333333333333,99.775,147.01250000000002,164.15,69.1
127.0,114.0,139.0,73.0,70.0,82.0,105.0,220.0,380.0,48.333333333333336,111.0,124.33333333333333,64.0,120.0,173.0,67.0,154.0,68.0,126.97619047619048,12274.219387755104,89.0,101.25,146.58333333333334,163.5,68.0
125.6,115.8,140.5,73.5,72.6,83.7,106.5,216.13333333333333,380.5,49.800000000000004,110.4,123.53333333333333,66.2,117.5,171.8,65.4,151.9,67.4,127.3047619047619,12121.640136054422,88.16666666666667,103.15,146.32083333333335,161.85,67.4
