S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
48,69,159,51,81,60,45,138,90,63,88,159,36,81,45,48,30,102,83.42857142857143,1548.8163265306125,49.0,92.25,87.5,37.5,102.0
51,60,168,30,45,60,45,120,90,63,66,99,45,81,48,57,0,72,73.07142857142857,1245.3520408163263,46.0,83.25,76.125,24.0,72.0
69,102,147,48,63,72,58,69,84,96,66,39,93,72,0,90,21,30,77.0,666.5714285714286,69.0,96.0,72.125,10.5,30.0
75,93,156,48,75,39,108,69,60,96,78,88,84,63,9,84,63,30,80.85714285714286,758.8367346938776,69.0,90.75,80.75,36.0,30.0
90,60,126,72,141,36,153,60,60,73,48,138,84,63,18,51,18,27,86.0,1336.0,71.0,90.75,84.875,18.0,27.0
72,48,132,72,72,93,126,99,64,51,48,88,87,64,21,51,9,69,79.71428571428571,646.7755102040816,65.0,86.25,78.375,15.0,69.0
81,66,183,72,63,75,135,99,72,51,33,39,45,72,105,18,21,81,77.57142857142857,1469.3877551020407,57.0,96.75,68.25,63.0,81.0
53007,174,117,30,957,54,135,99,72,45,9,75,111,72,93,51,21,48,3925.5,185359315.82142857,17696.0,325.5,77.25,57.0,48.0
18825,774,84,69,378,63,130,81,138,18,18,111,90,67,18,90,9,36,1489.0,23154767.14285714,6328.0,324.75,81.625,13.5,36.0
13179,1122,54,78,102,75,108,81,135,18,63,100,90,135,60,81,18,132,1095.7142857142858,11302768.918367343,4446.0,338.25,91.25,39.0,132.0
23553,738,105,57,63,81,81,69,135,27,81,90,90,135,585,93,93,93,1807.5,36403266.53571428,7901.0,246.75,88.5,339.0,93.0
7089,1278,312,39,63,60,498,66,168,36,81,103,168,234,420,30,237,18,728.2142857142857,3210823.1683673467,2386.0,428.25,169.25,328.5,18.0
9432,336,198,60,93,18,450,66,96,36,64,117,90,288,303,36,966,30,810.2857142857143,5732972.346938776,3176.0,161.25,150.875,634.5,30.0
321,240,11115,93,54,21,450,114,96,75,39,109,90,288,309,66,1149,39,936.0714285714286,7984531.352040815,160.0,2857.5,157.625,729.0,39.0
216,219,357,69,93,66,270,51,100,72,81,102,150,1353,639,51,804,18,228.5,104972.82142857142,112.0,183.75,272.375,721.5,18.0
165,90,297,90,120,81,54,51,84,72,81,82,351,1494,1785,93,1476,18,222.28571428571428,131937.20408163266,116.0,147.0,283.625,1630.5,18.0
120,180,132,132,174,81,81,66,84,64,63,63,351,1494,2835,69,2487,9,220.35714285714286,130280.51530612243,107.0,141.75,283.25,2661.0,9.0
186,288,111,168,156,63,72,120,67,48,63,124,361,2172,921,51,2616,39,285.64285714285717,281266.5153061224,135.0,154.5,378.375,1768.5,39.0
189,222,153,126,204,93,90,120,81,48,88,186,582,2196,627,51,660,69,312.7142857142857,288595.48979591834,122.0,168.0,423.875,643.5,69.0
120,138,237,57,81,78,90,151,81,63,51,202,651,2196,549,39,621,69,299.7142857142857,298497.06122448976,72.0,133.5,435.625,585.0,69.0
120,204,177,36,84,57,94,72,108,51,90,219,741,1678,375,39,360,60,266.5,182410.39285714284,65.0,130.5,381.625,367.5,60.0
90,243,162,90,165,90,90,72,153,51,102,309,270,1236,126,60,204,51,223.07142857142858,84710.0663265306,80.0,165.0,285.375,165.0,51.0
81,276,141,309,201,54,81,90,153,55,105,399,270,1236,165,60,267,72,246.5,85904.39285714286,150.0,168.0,298.625,216.0,72.0
177,96,213,249,123,27,135,141,133,48,105,370,244,999,201,51,267,39,218.57142857142858,54178.95918367347,159.0,114.75,271.875,234.0,39.0
156,228,264,159,114,42,216,141,141,48,99,342,216,879,150,84,228,48,217.5,39896.67857142857,133.0,162.0,260.25,189.0,48.0
132,252,123,99,207,33,216,117,141,48,153,480,213,879,126,60,126,18,220.92857142857142,44343.78061224489,97.0,153.75,280.875,126.0,18.0
72,264,111,144,126,45,189,48,102,48,126,618,243,1066,87,48,18,30,228.71428571428572,74102.34693877552,88.0,136.5,305.0,52.5,30.0
135,219,150,120,141,75,135,48,42,48,60,430,156,1101,84,39,48,18,204.28571428571428,70997.77551020408,98.0,146.25,252.5,66.0,18.0
162,114,108,102,102,60,81,79,42,55,186,243,0,1101,81,42,30,9,173.92857142857142,69659.49489795917,102.0,96.0,223.375,55.5,9.0
111,276,132,81,81,69,90,60,94,72,186,234,0,1015,117,63,27,72,178.64285714285714,58736.801020408166,85.0,139.5,218.875,72.0,72.0
177,261,105,105,111,45,63,60,126,72,154,225,0,747,108,63,48,93,160.78571428571428,31064.025510204086,115.0,130.5,180.875,78.0,93.0
114,201,54,48,75,69,63,102,126,66,129,277,0,747,45,138,114,42,147.92857142857142,32044.780612244896,100.0,99.75,188.75,79.5,42.0
129,150,114,51,18,60,81,132,159,48,126,330,0,640,27,126,102,0,145.57142857142858,24852.38775510204,102.0,85.5,189.5,64.5,0.0
129,114,132,150,27,51,99,132,72,48,114,340,0,615,120,78,51,42,144.5,23007.25,119.0,81.0,177.5,85.5,42.0
111,96,150,72,114,75,90,129,72,48,126,351,210,615,129,27,18,30,161.35714285714286,21211.943877551017,70.0,108.75,205.125,73.5,30.0
72,96,159,69,153,72,72,90,73,27,126,325,141,603,39,51,30,18,148.42857142857142,20638.10204081632,64.0,120.0,182.125,34.5,18.0
51,219,111,90,72,18,45,90,87,27,115,300,27,543,30,63,30,27,128.21428571428572,18826.59693877551,68.0,105.0,154.25,30.0,27.0
18,78,93,150,54,27,45,217,87,22,78,261,126,543,9,60,30,39,128.5,18009.10714285714,76.0,63.0,172.375,19.5,39.0
39,81,72,114,90,54,63,234,139,9,135,222,144,460,0,51,63,39,132.57142857142858,12085.530612244898,68.0,74.25,175.75,31.5,39.0
78,93,54,36,54,27,27,234,171,9,63,234,156,273,33,51,60,9,107.78571428571429,7309.882653061223,55.0,57.0,145.875,46.5,9.0
57,150,45,48,45,9,36,183,171,34,63,246,156,273,30,81,9,90,108.28571428571429,6896.775510204081,62.0,62.25,145.25,19.5,90.0
