S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
48,135,66,90,36,18,54,78,279,39,93,105,54,108,162,105,126,57,85.92857142857143,3846.352040816326,81.0,63.75,101.25,144.0,57.0
36,57,90,168,27,18,81,73,282,99,93,121,54,141,105,93,228,78,95.71428571428571,4354.77551020408,99.0,48.0,118.0,166.5,78.0
144,21,129,123,36,18,72,39,285,99,72,138,72,99,93,60,60,99,96.21428571428571,4422.168367346938,109.0,51.0,109.5,76.5,99.0
186,93,126,93,54,81,72,39,285,97,48,130,90,99,93,84,60,111,106.64285714285714,3748.0867346938776,121.0,88.5,107.5,76.5,111.0
111,60,93,39,75,81,76,75,280,99,90,123,99,76,165,75,48,72,98.35714285714286,2946.2295918367354,75.0,77.25,114.75,106.5,72.0
111,69,81,66,93,75,108,99,294,99,51,121,126,81,141,48,48,30,105.28571428571429,3175.9183673469383,75.0,79.5,122.375,94.5,30.0
51,66,72,84,174,63,99,99,294,67,18,120,126,81,216,39,90,0,101.0,4165.428571428572,58.0,93.75,113.0,153.0,0.0
43614,27,72,45,1470,18,72,73,280,27,18,100,108,117,171,69,132,9,3288.6428571428573,125218790.8010204,14576.0,396.75,99.375,151.5,9.0
63132,30,72,81,2199,9,2061,69,240,27,24,81,63,135,69,81,147,60,4873.071428571428,261598738.6377551,21098.0,577.5,337.5,108.0,60.0
11961,108,105,93,13608,18,2061,69,240,43,39,79,90,135,102,69,87,153,2046.357142857143,19571055.65816326,4041.0,3459.75,344.5,94.5,153.0
1218,630,105,102,16512,9,1786,54,267,36,48,78,99,132,102,78,87,156,1505.4285714285713,17580041.102040816,466.0,4314.0,312.5,94.5,156.0
1518,264,45,390,18630,30,1398,156,177,36,69,81,72,72,87,18,126,102,1638.4285714285713,22432623.24489796,642.0,4742.25,257.625,106.5,102.0
876,132,123,1110,13473,93,1398,156,177,54,57,84,72,72,90,57,237,102,1276.9285714285713,11626315.209183678,681.0,3455.25,258.75,163.5,102.0
1005,141,504,1089,2652,141,1560,279,175,72,57,88,91,72,114,48,192,51,566.1428571428571,543377.6938775511,714.0,859.5,299.25,153.0,51.0
1887,291,945,2079,1068,147,1833,753,312,72,52,93,90,144,264,51,105,72,697.5714285714286,520005.81632653053,1339.0,612.75,418.625,184.5,72.0
1557,135,687,1896,981,108,1833,753,312,87,78,97,174,144,156,93,117,27,631.5714285714286,428374.6734693877,1182.0,477.75,434.75,136.5,27.0
1002,327,360,1284,1089,339,1381,1135,330,72,57,102,156,99,180,51,126,36,552.3571428571429,233993.80102040817,779.0,528.75,416.5,153.0,36.0
648,444,216,1335,1080,315,675,1854,240,72,75,108,216,81,306,9,150,39,525.6428571428571,276397.943877551,664.0,513.75,415.125,228.0,39.0
681,408,150,867,1029,156,723,1854,240,61,72,114,216,81,147,27,162,48,475.14285714285717,244264.55102040814,525.0,435.75,420.125,154.5,48.0
462,477,324,927,642,123,759,1216,235,87,72,88,187,91,174,36,132,18,406.42857142857144,120978.67346938775,475.0,391.5,341.875,153.0,18.0
429,171,264,585,450,174,519,756,285,87,111,63,180,138,225,81,186,18,300.85714285714283,42013.836734693876,365.0,264.75,267.375,205.5,18.0
441,300,171,405,333,171,519,756,285,82,141,75,183,138,123,96,273,36,285.7142857142857,34421.77551020408,314.0,243.75,272.375,198.0,36.0
570,456,126,1014,201,240,373,472,210,147,81,87,162,168,192,129,126,120,307.64285714285717,60436.515306122434,571.0,255.75,212.5,159.0,120.0
474,306,84,603,114,183,153,336,222,147,18,84,126,144,171,48,84,114,213.85714285714286,24740.265306122456,375.0,171.75,153.75,127.5,114.0
249,243,141,336,93,285,153,336,222,142,21,81,126,144,240,96,87,51,183.71428571428572,8611.061224489795,227.0,190.5,153.125,163.5,51.0
144,444,102,435,123,228,255,348,330,141,21,117,117,159,144,84,108,36,211.71428571428572,16078.77551020408,221.0,224.25,186.0,126.0,36.0
231,462,129,348,285,207,183,165,324,141,57,153,93,165,273,51,123,54,210.21428571428572,11290.454081632652,210.0,270.75,160.125,198.0,54.0
249,228,120,207,228,285,183,165,324,147,114,186,111,165,390,63,159,66,193.71428571428572,3823.346938775511,173.0,215.25,174.375,274.5,66.0
195,246,75,210,171,192,159,159,312,78,60,219,156,132,180,75,135,27,168.85714285714286,4464.551020408163,160.0,171.0,159.375,157.5,27.0
207,420,126,360,168,90,90,111,297,78,129,177,147,99,159,138,99,90,178.5,10647.964285714284,235.0,201.0,141.0,129.0,90.0
225,324,117,303,93,147,144,111,297,93,153,135,147,99,108,111,36,123,170.57142857142858,6213.673469387755,213.0,170.25,147.375,72.0,123.0
183,120,114,156,105,135,216,196,367,117,153,97,105,112,141,39,36,186,155.42857142857142,4721.102040816326,126.0,118.5,170.375,88.5,186.0
147,39,111,174,135,99,90,156,417,117,91,60,72,108,192,84,78,186,129.71428571428572,7638.2040816326535,135.0,96.0,138.875,135.0,186.0
153,210,63,165,174,138,90,156,417,93,114,76,126,108,168,183,48,90,148.78571428571428,7099.16836734694,167.0,146.25,147.5,108.0,90.0
69,174,66,60,114,156,94,108,471,72,63,93,72,159,126,117,120,30,126.5,10492.964285714284,82.0,127.5,141.5,123.0,30.0
99,114,114,72,90,111,153,135,486,72,105,118,108,156,102,72,117,105,138.07142857142858,9890.63775510204,81.0,107.25,166.625,109.5,105.0
