S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
162,114,75,39,72,69,126,204,132,60,51,43,102,144,126,129,252,87,99.5,2273.8214285714284,110.0,82.5,107.75,189.0,87.0
78,81,102,51,54,66,126,204,132,81,93,27,102,144,135,105,114,60,95.78571428571429,1890.5969387755097,78.0,75.75,113.625,124.5,60.0
141,90,150,90,72,36,126,130,129,39,93,108,87,112,177,135,168,48,100.21428571428571,1130.311224489796,122.0,87.0,103.0,172.5,48.0
183,75,84,57,111,66,117,39,168,39,75,189,111,72,204,123,204,75,99.0,2334.8571428571427,121.0,84.0,101.25,204.0,75.0
144,99,144,57,114,69,117,0,168,84,60,151,102,72,177,48,147,60,98.64285714285714,1929.3724489795918,83.0,106.5,94.25,162.0,60.0
93,114,66,30,87,93,139,0,199,141,105,114,90,72,78,9,36,78,95.92857142857143,2171.066326530612,44.0,90.0,107.5,57.0,78.0
114,138,27,42,1266,168,90,0,159,141,63,133,63,54,93,42,57,36,175.57142857142858,93983.10204081636,66.0,399.75,87.875,75.0,36.0
162,141,84,108,1323,111,90,0,159,90,63,153,63,54,186,60,105,99,185.78571428571428,101429.31122448976,110.0,414.75,84.0,145.5,99.0
3150,63,57,96,102,66,936,0,174,30,63,135,63,130,183,51,105,99,361.7857142857143,647970.3112244897,1099.0,72.0,191.375,144.0,99.0
2658,162,45,168,54,135,1482,0,225,30,90,117,72,108,135,81,174,90,381.85714285714283,527691.1224489798,969.0,99.0,265.5,154.5,90.0
240,171,87,189,4062,129,1482,579,225,75,42,115,90,108,87,117,258,69,542.4285714285714,1082141.5306122447,182.0,1112.25,339.5,172.5,69.0
69,147,57,90,2295,72,1833,579,274,99,48,114,168,117,135,39,198,90,425.85714285714283,472013.4081632652,66.0,642.75,404.0,166.5,90.0
195,63,45,123,4173,69,1314,625,345,99,87,90,108,144,192,39,261,18,534.2857142857143,1126821.2040816327,119.0,1087.5,351.5,226.5,18.0
186,75,84,183,2499,60,2559,671,345,85,102,66,108,144,189,51,135,39,511.92857142857144,702321.9234693876,140.0,679.5,510.0,162.0,39.0
204,117,84,165,216,72,1257,732,303,105,102,73,103,81,210,30,171,138,258.14285714285717,104293.4081632653,133.0,122.25,344.5,190.5,138.0
237,195,45,147,114,54,771,732,258,105,136,81,117,54,207,51,210,159,217.57142857142858,51466.67346938776,145.0,102.0,281.75,208.5,159.0
192,219,84,105,96,63,771,678,258,61,102,76,72,54,162,111,210,120,202.21428571428572,49450.88265306122,136.0,115.5,259.0,186.0,120.0
108,177,111,183,126,72,484,675,297,18,102,72,45,94,114,99,202,87,183.14285714285714,31796.265306122445,130.0,121.5,223.375,158.0,87.0
156,108,141,126,177,111,153,675,465,18,138,99,54,90,117,63,150,57,179.35714285714286,28606.08673469387,115.0,134.25,211.5,133.5,57.0
156,150,156,93,132,108,72,481,465,84,105,126,54,90,162,66,144,36,162.28571428571428,16995.632653061224,105.0,136.5,184.625,153.0,36.0
78,162,156,72,120,135,135,297,393,105,105,93,72,91,303,123,174,51,143.85714285714286,7842.265306122449,91.0,143.25,161.375,238.5,51.0
132,84,162,105,138,96,126,297,477,105,100,60,81,54,279,126,237,78,144.07142857142858,11795.20918367347,121.0,120.0,162.5,258.0,78.0
132,138,201,126,150,30,126,235,477,88,42,78,135,54,306,90,186,45,143.71428571428572,11596.775510204083,116.0,129.75,154.375,246.0,45.0
153,168,234,129,174,105,148,153,535,39,81,96,153,132,216,123,39,66,164.28571428571428,12581.632653061228,135.0,170.25,167.125,127.5,66.0
129,153,123,21,123,114,144,153,702,39,72,117,108,144,126,114,102,87,153.0,24697.285714285714,88.0,128.25,184.875,114.0,87.0
120,90,150,72,81,60,117,202,702,73,69,138,108,144,81,93,138,57,151.85714285714286,24737.693877551017,95.0,95.25,194.125,109.5,57.0
93,39,189,45,105,72,117,264,571,135,69,130,99,99,150,102,81,111,144.78571428571428,17111.311224489793,80.0,101.25,185.5,115.5,111.0
69,60,162,126,105,96,144,264,546,135,81,123,90,81,180,147,219,129,148.71428571428572,14587.34693877551,114.0,105.75,183.0,199.5,129.0
39,126,177,150,81,39,144,291,546,106,108,91,99,81,168,63,174,108,148.42857142857142,15853.530612244893,84.0,105.75,183.25,171.0,108.0
69,105,177,105,54,30,144,297,553,102,39,60,174,147,132,18,159,66,146.85714285714286,17298.693877551017,64.0,91.5,189.5,145.5,66.0
141,96,114,141,54,42,126,297,597,102,102,55,147,156,180,36,150,75,155.0,18612.571428571428,106.0,76.5,197.75,165.0,75.0
141,135,120,177,45,18,144,307,597,75,138,51,147,156,186,0,153,162,160.78571428571428,19204.59693877551,106.0,79.5,201.875,169.5,162.0
150,93,111,63,84,81,117,390,565,57,138,64,123,114,186,93,228,141,153.57142857142858,19314.67346938775,102.0,92.25,196.0,207.0,141.0
102,93,75,27,84,93,135,390,582,57,121,78,63,135,174,132,330,69,145.35714285714286,21466.22959183673,87.0,86.25,195.125,252.0,69.0
102,60,141,111,75,60,135,490,582,33,66,102,45,135,129,90,228,102,152.64285714285714,25884.372448979593,101.0,84.0,198.5,178.5,102.0
132,69,213,171,123,69,121,492,600,18,105,126,27,118,150,51,123,111,170.28571428571428,26379.061224489793,118.0,118.5,200.875,136.5,111.0
