S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
69,129,114,0,84,93,135,69,153,96,102,105,72,108,153,60,87,39,94.92857142857143,1273.6377551020405,43.0,105.0,105.0,120.0,39.0
129,99,120,0,66,42,112,63,123,33,90,84,90,108,93,69,102,81,82.78571428571429,1333.1683673469388,66.0,81.75,87.875,97.5,81.0
66,117,141,0,84,84,54,9,111,33,36,61,72,126,81,27,69,69,71.0,1710.5714285714284,31.0,106.5,62.75,75.0,69.0
102,120,171,0,93,129,99,9,111,58,36,39,72,126,123,18,81,81,83.21428571428571,2273.882653061224,40.0,128.25,68.75,102.0,81.0
60,51,93,0,18,138,126,58,153,39,36,93,73,85,90,27,129,51,73.07142857142857,1866.7806122448978,29.0,75.0,82.875,109.5,51.0
60,18,81,0,84,123,90,66,147,39,42,147,120,45,36,36,60,69,75.85714285714286,1963.8367346938776,32.0,76.5,87.0,48.0,69.0
144,39,114,0,2172,39,90,66,147,54,81,100,90,45,72,90,60,57,227.21428571428572,292518.3112244897,78.0,591.0,84.125,66.0,57.0
987,81,105,0,19803,54,94,51,124,78,90,54,45,45,195,39,39,78,1543.642857142857,25702984.086734686,342.0,5010.75,72.625,117.0,78.0
270,156,96,0,41973,66,618,18,138,78,72,63,45,90,159,36,138,69,3120.214285714286,116140705.0255102,102.0,10572.75,140.25,148.5,69.0
324,93,132,0,11094,57,1845,18,138,43,18,72,45,90,126,93,171,39,997.7857142857143,8050995.739795918,139.0,2844.0,283.625,148.5,39.0
357,138,114,0,1098,114,1314,39,127,0,18,90,82,271,150,63,63,99,268.7142857142857,157144.34693877547,140.0,366.0,242.625,106.5,99.0
258,183,75,0,1041,117,1674,468,147,0,67,108,81,1083,141,72,39,99,378.7142857142857,245258.34693877542,110.0,354.0,453.5,90.0,99.0
126,111,144,0,726,84,1674,468,147,15,51,73,36,1083,126,63,60,69,338.42857142857144,228917.10204081633,63.0,266.25,443.375,93.0,69.0
66,141,135,0,684,48,1350,828,166,30,36,39,54,1014,171,39,48,39,327.92857142857144,184112.20918367343,35.0,252.0,439.625,109.5,39.0
66,165,66,0,165,117,498,1764,255,30,69,49,63,783,240,114,81,48,292.14285714285717,209416.55102040817,60.0,128.25,438.875,160.5,48.0
189,186,144,0,147,252,273,1764,255,40,60,60,63,783,129,120,144,39,301.14285714285717,198832.55102040817,103.0,182.25,412.25,136.5,39.0
306,183,144,0,411,312,273,1237,247,36,60,103,72,607,54,408,87,159,285.07142857142856,95089.35204081629,238.0,262.5,329.375,70.5,159.0
342,186,225,0,417,117,180,561,171,36,75,147,66,315,84,213,150,165,202.71428571428572,23066.632653061224,185.0,236.25,193.875,117.0,165.0
237,195,156,0,225,120,180,561,171,60,69,78,93,315,147,138,72,36,175.71428571428572,17855.632653061224,125.0,174.0,190.875,109.5,36.0
186,333,75,0,156,162,181,639,159,39,66,9,63,216,129,30,126,9,163.14285714285714,25144.12244897959,72.0,181.5,171.5,127.5,9.0
237,486,246,0,174,108,180,495,93,39,57,39,90,81,96,30,264,57,166.07142857142858,22552.209183673465,89.0,253.5,134.25,180.0,57.0
249,465,234,0,189,51,264,495,93,76,150,69,90,81,69,63,129,87,179.0,20985.571428571428,104.0,234.75,164.75,99.0,87.0
195,156,162,0,183,138,246,322,145,69,150,64,72,99,105,42,81,48,142.92857142857142,6193.209183673469,79.0,159.75,145.875,93.0,48.0
162,168,105,0,99,135,186,39,171,69,157,60,147,165,207,36,138,48,118.78571428571429,3084.311224489795,66.0,126.75,124.25,172.5,48.0
234,192,27,0,144,90,186,39,171,76,87,78,99,165,72,93,51,57,113.42857142857143,4490.959183673469,109.0,113.25,112.625,61.5,57.0
147,192,135,0,96,57,202,130,144,84,30,96,123,156,102,99,63,111,113.71428571428571,3086.204081632653,82.0,120.0,120.625,82.5,111.0
237,228,153,0,72,36,210,162,180,84,42,154,93,135,183,99,105,90,127.57142857142857,5168.102040816328,112.0,122.25,132.5,144.0,90.0
237,192,132,0,93,114,126,162,180,78,111,213,93,135,183,42,159,39,133.28571428571428,3468.489795918368,93.0,132.75,137.25,171.0,39.0
195,195,102,0,204,60,90,115,118,63,111,141,82,153,141,84,135,69,116.35714285714286,3119.801020408163,93.0,140.25,109.125,138.0,69.0
120,135,93,0,153,60,135,48,120,63,73,69,108,108,129,84,102,48,91.78571428571429,1618.1683673469388,68.0,110.25,90.5,115.5,48.0
114,135,117,0,96,42,135,48,120,124,39,106,99,108,87,39,93,39,91.64285714285714,1631.3724489795918,51.0,97.5,97.375,90.0,39.0
186,258,123,0,78,39,117,84,138,72,39,144,81,94,105,84,117,9,103.78571428571429,3980.025510204082,90.0,124.5,96.125,111.0,9.0
216,228,102,0,75,57,90,99,129,72,39,157,108,147,114,48,147,48,108.5,3733.9642857142853,88.0,115.5,105.125,130.5,48.0
174,129,105,0,93,195,108,99,129,55,39,171,108,147,180,42,102,57,110.85714285714286,2695.122448979592,72.0,130.5,107.0,141.0,57.0
150,123,96,0,75,48,108,100,73,66,39,126,90,123,180,39,78,39,86.92857142857143,1496.9234693877547,63.0,85.5,90.625,129.0,39.0
87,93,132,0,66,27,99,81,48,66,28,81,36,99,183,48,69,48,67.35714285714286,1190.94387755102,45.0,79.5,67.25,126.0,48.0
